Contact,Day,Default,Education,Housing,Job,Loan,Marital,Month,Poutcome,Y,Age,Balance,Campaign,Duration,Pdays,Previous
unknown,18,no,secondary,no,technician,no,married,jun,unknown,no,45,2571,2,146,-1,0
cellular,27,no,primary,no,unknown,no,married,oct,unknown,yes,53,732,2,759,-1,0
cellular,28,no,secondary,no,admin.,no,divorced,jul,failure,no,50,769,2,72,363,4
cellular,12,no,secondary,yes,technician,yes,married,aug,unknown,no,34,-136,2,131,-1,0
cellular,21,no,secondary,no,admin.,yes,divorced,nov,unknown,yes,35,3636,2,808,-1,0
cellular,17,no,tertiary,no,management,no,married,jul,unknown,no,30,931,1,1183,-1,0
cellular,4,no,secondary,no,housemaid,no,married,sep,unknown,no,62,565,3,123,-1,0
unknown,29,no,secondary,yes,blue-collar,no,married,may,unknown,no,40,271,2,483,-1,0
cellular,4,no,tertiary,no,self-employed,no,single,may,unknown,no,26,1153,3,238,-1,0
cellular,11,no,tertiary,yes,management,no,married,jul,unknown,no,34,-73,1,90,-1,0
cellular,9,no,unknown,no,unknown,no,married,jul,failure,yes,50,558,1,464,683,6
cellular,22,no,tertiary,no,unknown,no,divorced,aug,unknown,no,31,137,9,385,-1,0
unknown,23,no,secondary,yes,technician,no,married,may,unknown,no,35,700,2,240,-1,0
cellular,14,no,primary,no,retired,yes,married,may,unknown,no,55,-966,1,104,-1,0
cellular,29,no,secondary,no,admin.,no,married,aug,unknown,no,34,96,2,109,-1,0
cellular,30,no,primary,no,retired,no,married,nov,unknown,no,58,4007,4,598,-1,0
unknown,16,no,tertiary,yes,management,no,single,may,unknown,no,50,567,8,274,-1,0
cellular,7,no,secondary,no,technician,no,single,aug,unknown,no,31,40,2,123,-1,0
cellular,23,no,secondary,no,admin.,yes,divorced,jul,unknown,no,47,136,1,70,-1,0
unknown,23,no,tertiary,yes,self-employed,no,single,may,unknown,no,38,917,1,260,-1,0
cellular,29,no,tertiary,yes,management,no,single,jan,unknown,no,46,593,3,190,-1,0
unknown,14,no,primary,yes,blue-collar,no,married,may,unknown,no,42,505,2,521,-1,0
cellular,14,no,secondary,yes,blue-collar,no,married,may,unknown,no,34,2542,1,228,-1,0
telephone,17,no,tertiary,no,management,no,married,feb,unknown,yes,37,5355,4,466,-1,0
cellular,27,no,tertiary,no,student,no,single,feb,unknown,no,38,807,2,74,-1,0
unknown,29,no,secondary,yes,retired,no,married,may,unknown,no,59,9976,2,57,-1,0
cellular,30,no,secondary,no,admin.,no,married,jan,unknown,no,32,0,3,119,-1,0
cellular,19,no,tertiary,no,management,no,married,nov,unknown,no,55,540,2,124,-1,0
cellular,31,no,secondary,yes,blue-collar,yes,married,jul,unknown,no,35,280,50,65,-1,0
cellular,28,no,tertiary,no,management,yes,divorced,jul,unknown,no,56,-59,6,127,-1,0
cellular,14,yes,secondary,yes,admin.,no,married,jul,unknown,no,27,-517,3,172,-1,0
cellular,30,no,secondary,yes,unemployed,no,single,jul,unknown,no,42,2613,6,174,-1,0
telephone,31,no,unknown,no,student,no,married,jul,unknown,no,42,-7,6,41,-1,0
unknown,30,no,primary,yes,blue-collar,no,married,may,unknown,no,41,0,3,232,-1,0
unknown,6,yes,secondary,no,retired,yes,divorced,jun,unknown,no,53,-200,1,161,-1,0
cellular,16,no,primary,no,retired,no,married,apr,unknown,no,67,2301,1,124,-1,0
unknown,5,no,primary,no,housemaid,yes,married,jun,unknown,yes,53,104,1,701,-1,0
unknown,9,no,primary,yes,blue-collar,no,married,may,unknown,no,33,191,2,162,-1,0
unknown,6,no,unknown,yes,technician,no,single,jun,unknown,no,31,694,2,431,-1,0
cellular,18,no,secondary,yes,admin.,no,married,jul,unknown,no,31,212,3,191,-1,0
cellular,11,no,tertiary,yes,management,no,married,aug,unknown,no,30,1882,5,249,-1,0
unknown,6,no,unknown,yes,blue-collar,no,married,may,unknown,no,48,131,1,189,-1,0
cellular,25,no,secondary,no,technician,no,single,aug,unknown,no,30,175,4,167,-1,0
cellular,29,yes,tertiary,no,technician,no,single,aug,unknown,no,43,0,4,73,-1,0
unknown,30,no,tertiary,yes,management,no,divorced,may,unknown,no,38,4425,1,162,-1,0
cellular,12,no,secondary,yes,unemployed,no,married,aug,unknown,no,46,3533,2,235,-1,0
cellular,15,no,secondary,no,blue-collar,no,divorced,may,unknown,no,59,3573,1,44,-1,0
unknown,26,no,tertiary,yes,management,yes,divorced,may,unknown,no,44,476,2,127,-1,0
cellular,20,no,secondary,yes,blue-collar,no,married,apr,failure,no,35,1257,3,93,329,7
cellular,30,no,unknown,no,blue-collar,no,married,jan,other,no,55,23,1,143,2,3
cellular,16,no,tertiary,yes,management,no,single,apr,unknown,no,39,0,2,81,-1,0
unknown,17,no,secondary,yes,services,yes,single,jun,unknown,no,36,398,2,77,-1,0
unknown,23,no,secondary,yes,blue-collar,no,married,may,unknown,no,33,745,4,115,-1,0
unknown,17,no,tertiary,no,management,no,single,nov,failure,no,48,8106,1,125,111,3
cellular,19,no,tertiary,no,management,no,single,aug,unknown,no,33,0,4,53,-1,0
telephone,4,no,unknown,no,retired,no,married,may,unknown,no,67,696,2,77,-1,0
telephone,3,no,secondary,yes,unemployed,no,divorced,feb,unknown,no,48,1266,1,45,-1,0
cellular,11,no,tertiary,no,management,no,married,aug,unknown,no,57,2416,2,74,-1,0
cellular,21,no,primary,no,housemaid,no,married,aug,unknown,no,31,25,5,169,-1,0
cellular,11,no,tertiary,no,student,no,single,aug,unknown,no,30,7513,2,269,-1,0
cellular,29,no,primary,no,entrepreneur,no,divorced,jan,failure,no,56,29,2,52,227,1
cellular,22,no,primary,yes,blue-collar,no,married,jul,unknown,no,26,5116,3,246,-1,0
unknown,20,no,secondary,yes,management,no,married,jun,unknown,no,44,-1746,1,218,-1,0
cellular,13,no,secondary,no,technician,no,divorced,nov,success,yes,44,14,1,167,92,1
cellular,21,no,tertiary,yes,management,no,married,nov,other,yes,31,4148,3,316,99,9
cellular,15,no,unknown,yes,self-employed,no,married,may,unknown,no,47,14,1,142,-1,0
cellular,21,no,secondary,yes,admin.,no,single,nov,unknown,no,30,105,1,75,-1,0
cellular,2,no,tertiary,no,management,yes,married,feb,unknown,no,37,767,1,204,-1,0
cellular,10,no,primary,no,admin.,yes,divorced,jul,unknown,no,56,0,1,542,-1,0
unknown,16,no,secondary,yes,management,yes,single,may,unknown,no,43,-228,2,122,-1,0
unknown,30,no,secondary,yes,services,no,married,may,unknown,no,42,508,1,70,-1,0
cellular,8,no,secondary,yes,management,no,married,jul,unknown,no,60,725,1,266,-1,0
cellular,6,no,unknown,yes,blue-collar,no,married,may,unknown,no,34,41,9,34,-1,0
cellular,22,no,tertiary,no,management,no,single,jul,unknown,no,34,184,4,203,-1,0
unknown,6,no,tertiary,no,management,yes,married,jun,unknown,no,41,251,3,85,-1,0
cellular,21,no,secondary,no,management,no,divorced,nov,unknown,no,38,-17,4,11,-1,0
unknown,20,no,secondary,yes,services,no,married,jun,unknown,no,23,-19,10,13,-1,0
cellular,13,no,tertiary,yes,management,no,married,may,unknown,yes,33,1064,1,562,-1,0
cellular,6,no,secondary,yes,blue-collar,no,married,may,unknown,no,36,777,3,185,-1,0
cellular,22,no,tertiary,no,unemployed,no,married,may,failure,no,49,377,1,158,59,2
cellular,12,no,secondary,yes,admin.,no,divorced,may,failure,yes,34,479,1,515,350,5
cellular,13,no,secondary,yes,technician,no,divorced,may,unknown,no,40,-375,5,60,-1,0
cellular,24,no,primary,no,retired,no,married,apr,unknown,no,72,796,2,173,-1,0
unknown,16,no,secondary,yes,technician,no,married,may,unknown,no,43,17,4,353,-1,0
cellular,11,no,secondary,yes,blue-collar,no,married,may,failure,no,44,1071,3,143,357,1
cellular,20,no,secondary,yes,admin.,no,married,apr,unknown,no,35,0,5,18,-1,0
cellular,18,no,secondary,no,admin.,no,divorced,nov,unknown,no,46,7378,1,466,-1,0
cellular,17,no,secondary,yes,admin.,no,married,apr,failure,no,55,865,1,85,151,1
cellular,24,no,secondary,yes,technician,yes,divorced,jul,unknown,no,50,-701,1,148,-1,0
cellular,18,no,unknown,yes,blue-collar,no,single,may,unknown,no,23,817,1,123,-1,0
cellular,30,no,unknown,no,student,no,married,apr,unknown,no,34,1387,1,121,-1,0
unknown,29,no,secondary,yes,blue-collar,yes,married,may,unknown,no,40,0,3,245,-1,0
cellular,6,no,secondary,no,retired,no,married,oct,unknown,yes,61,2917,1,215,-1,0
unknown,15,no,secondary,yes,technician,no,married,may,unknown,no,53,4541,6,190,-1,0
unknown,13,no,secondary,no,technician,no,married,may,unknown,no,57,0,1,44,-1,0
cellular,30,no,secondary,no,blue-collar,no,married,apr,unknown,no,28,4287,1,171,-1,0
cellular,30,no,secondary,yes,admin.,no,married,jul,unknown,no,25,242,12,62,-1,0
unknown,20,no,secondary,yes,blue-collar,yes,married,may,unknown,no,38,171,1,172,-1,0
unknown,23,no,secondary,yes,services,no,single,may,unknown,no,27,259,10,78,-1,0
unknown,15,no,secondary,yes,blue-collar,no,married,may,unknown,no,45,827,5,319,-1,0
cellular,2,no,secondary,no,services,yes,single,feb,unknown,no,31,469,1,111,-1,0
unknown,6,no,primary,yes,blue-collar,no,married,may,unknown,no,39,2226,1,158,-1,0
cellular,29,no,secondary,no,technician,no,married,aug,unknown,no,42,0,12,82,-1,0
unknown,20,no,tertiary,yes,management,no,married,may,unknown,no,46,477,6,128,-1,0
unknown,8,no,secondary,yes,services,no,married,may,unknown,no,36,42,4,102,-1,0
unknown,16,no,tertiary,yes,management,no,single,jun,unknown,no,30,775,2,124,-1,0
cellular,17,no,secondary,yes,blue-collar,no,married,apr,unknown,no,32,9,2,334,-1,0
cellular,28,no,tertiary,no,technician,no,married,jan,success,yes,52,2557,5,134,204,2
cellular,27,no,tertiary,no,management,no,married,apr,unknown,no,31,2395,1,218,-1,0
unknown,9,no,primary,no,management,no,married,jun,unknown,no,60,4895,1,313,-1,0
unknown,6,no,secondary,yes,blue-collar,yes,single,may,unknown,no,35,376,3,207,-1,0
unknown,6,no,tertiary,yes,management,no,married,may,unknown,no,38,389,1,262,-1,0
cellular,19,no,tertiary,no,management,no,divorced,aug,unknown,no,46,134,2,134,-1,0
unknown,11,no,tertiary,yes,entrepreneur,yes,divorced,jun,unknown,no,45,1273,3,197,-1,0
cellular,12,no,secondary,yes,services,no,married,may,unknown,no,59,0,3,214,-1,0
cellular,30,no,tertiary,yes,management,yes,married,jul,unknown,no,34,2892,7,1165,-1,0
cellular,7,no,secondary,yes,technician,no,divorced,may,unknown,no,33,0,2,177,-1,0
unknown,23,no,secondary,yes,management,no,single,may,unknown,no,46,295,6,141,-1,0
cellular,29,no,secondary,yes,admin.,yes,married,jul,unknown,no,48,292,6,164,-1,0
cellular,16,no,secondary,no,services,no,single,jul,unknown,no,31,85,1,151,-1,0
cellular,4,no,secondary,no,technician,no,married,feb,failure,no,32,4,2,145,260,4
unknown,26,no,primary,yes,blue-collar,no,divorced,may,unknown,no,35,-587,1,111,-1,0
cellular,2,no,primary,no,blue-collar,no,single,feb,failure,no,36,367,1,217,221,1
cellular,7,no,tertiary,yes,management,no,married,may,unknown,no,52,-1224,4,253,-1,0
unknown,18,no,tertiary,no,management,no,divorced,jun,unknown,no,45,959,1,74,-1,0
cellular,20,no,tertiary,no,management,no,married,aug,unknown,no,34,0,2,263,-1,0
unknown,3,yes,primary,yes,blue-collar,no,married,jun,unknown,no,25,-589,1,233,-1,0
cellular,13,no,tertiary,no,management,no,single,aug,unknown,no,26,-8,2,402,-1,0
cellular,30,no,unknown,no,management,no,married,sep,unknown,no,57,0,1,585,-1,0
unknown,14,no,primary,yes,management,yes,married,may,unknown,no,48,247,1,145,-1,0
unknown,16,no,unknown,no,technician,no,married,jun,unknown,no,48,5543,5,143,-1,0
cellular,8,no,primary,no,blue-collar,yes,married,jul,unknown,no,32,642,1,524,-1,0
cellular,11,no,secondary,no,retired,no,married,aug,unknown,no,58,11,1,270,-1,0
unknown,4,no,primary,yes,management,no,married,jun,unknown,no,57,-226,1,272,-1,0
cellular,20,no,tertiary,no,entrepreneur,no,married,nov,unknown,no,31,5191,2,187,-1,0
cellular,18,no,secondary,no,blue-collar,no,single,may,unknown,no,33,-320,2,268,-1,0
cellular,17,no,tertiary,yes,entrepreneur,yes,married,nov,unknown,no,53,2289,1,183,-1,0
cellular,27,no,secondary,yes,admin.,no,married,feb,failure,no,36,725,3,123,99,8
cellular,20,no,tertiary,yes,technician,no,single,apr,unknown,no,32,705,4,20,-1,0
cellular,6,no,secondary,yes,blue-collar,no,married,feb,failure,no,45,776,4,232,253,1
cellular,19,no,tertiary,yes,unemployed,no,married,nov,unknown,no,35,816,7,547,-1,0
cellular,21,no,secondary,no,services,no,married,jul,unknown,no,41,171,9,71,-1,0
cellular,31,no,secondary,no,services,no,married,jul,unknown,no,54,812,6,113,-1,0
cellular,8,no,secondary,no,services,no,married,aug,unknown,yes,49,823,4,780,-1,0
cellular,12,no,secondary,yes,technician,no,single,may,other,no,28,1453,1,246,343,1
unknown,3,no,unknown,yes,blue-collar,no,single,jun,unknown,no,24,431,12,108,-1,0
cellular,29,no,secondary,yes,admin.,no,single,jan,unknown,no,30,1009,1,253,-1,0
cellular,6,no,primary,yes,self-employed,no,married,aug,unknown,no,32,286,1,175,-1,0
unknown,15,no,tertiary,yes,entrepreneur,no,married,may,unknown,no,53,22370,1,106,-1,0
cellular,7,no,primary,yes,blue-collar,no,married,may,unknown,no,42,2111,2,86,-1,0
unknown,21,no,primary,yes,blue-collar,no,married,may,unknown,no,48,5366,3,248,-1,0
telephone,28,no,secondary,yes,technician,yes,married,jul,unknown,no,33,181,2,265,-1,0
unknown,26,no,secondary,yes,blue-collar,no,divorced,may,unknown,no,31,-452,5,182,-1,0
cellular,5,no,primary,no,unemployed,no,divorced,feb,unknown,no,56,1770,3,916,-1,0
cellular,4,no,primary,no,retired,no,married,aug,unknown,no,58,0,1,506,-1,0
cellular,20,no,secondary,yes,admin.,no,single,apr,unknown,no,37,-296,1,81,-1,0
cellular,17,no,primary,yes,management,no,married,apr,unknown,no,59,2358,1,30,-1,0
cellular,14,no,tertiary,no,management,no,single,aug,unknown,yes,50,1200,3,904,-1,0
unknown,6,no,primary,yes,housemaid,no,single,may,unknown,no,39,109,3,699,-1,0
cellular,6,no,secondary,yes,technician,no,married,may,unknown,no,30,616,1,19,-1,0
unknown,14,no,secondary,yes,services,no,divorced,may,unknown,no,47,4906,1,389,-1,0
cellular,6,no,secondary,no,self-employed,no,married,aug,unknown,no,44,313,4,211,-1,0
cellular,16,no,primary,yes,blue-collar,no,married,apr,unknown,no,38,290,1,283,-1,0
cellular,12,no,tertiary,no,management,no,married,aug,unknown,no,50,1240,2,474,-1,0
cellular,15,no,tertiary,yes,admin.,no,single,may,failure,no,27,3672,2,157,351,5
cellular,5,no,secondary,no,retired,no,married,nov,unknown,no,73,19,2,509,-1,0
unknown,7,no,primary,yes,blue-collar,no,married,may,unknown,no,46,143,1,279,-1,0
telephone,17,no,secondary,no,retired,yes,divorced,jul,unknown,no,56,212,1,27,-1,0
cellular,11,no,tertiary,no,management,no,married,aug,unknown,yes,36,9,4,386,-1,0
cellular,18,no,primary,no,blue-collar,no,married,nov,unknown,no,33,3074,1,679,-1,0
unknown,2,no,tertiary,yes,management,no,married,jun,unknown,no,40,1734,1,169,-1,0
unknown,3,no,tertiary,no,management,no,married,jun,unknown,no,52,575,1,315,-1,0
cellular,20,no,secondary,yes,blue-collar,no,married,aug,unknown,no,51,397,2,293,-1,0
cellular,3,no,secondary,yes,blue-collar,no,married,feb,unknown,no,33,640,3,439,-1,0
unknown,19,no,secondary,yes,services,no,married,may,unknown,no,54,158,1,198,-1,0
unknown,15,no,secondary,yes,management,no,married,may,unknown,no,44,2984,2,770,-1,0
telephone,30,no,secondary,yes,entrepreneur,no,married,jul,unknown,no,50,1011,2,340,-1,0
cellular,26,no,secondary,yes,blue-collar,no,single,apr,failure,yes,45,0,1,1472,192,4
cellular,4,no,tertiary,yes,management,no,married,aug,other,yes,36,1133,1,293,181,2
cellular,2,no,secondary,yes,technician,no,married,mar,unknown,yes,42,4945,2,311,-1,0
cellular,18,no,secondary,yes,technician,no,married,nov,unknown,no,37,712,2,291,-1,0
unknown,21,no,secondary,yes,services,yes,single,may,unknown,no,28,-427,2,965,-1,0
unknown,9,no,secondary,no,admin.,yes,married,jun,unknown,no,56,2146,1,594,-1,0
cellular,12,no,secondary,yes,admin.,no,married,may,failure,no,59,92,2,139,350,1
unknown,6,no,secondary,yes,unemployed,no,married,may,unknown,no,32,10,4,501,-1,0
cellular,15,no,primary,yes,retired,no,married,jul,unknown,no,57,1238,1,274,-1,0
telephone,21,no,secondary,yes,admin.,no,single,nov,unknown,no,49,981,3,10,-1,0
unknown,20,no,unknown,no,entrepreneur,no,married,jun,unknown,no,56,575,2,18,-1,0
cellular,14,no,unknown,no,admin.,no,divorced,may,unknown,no,48,-70,1,243,-1,0
cellular,22,no,tertiary,yes,student,no,single,may,success,yes,27,3733,1,198,98,6
cellular,16,no,tertiary,yes,management,no,single,jul,unknown,no,31,574,2,410,-1,0
unknown,19,no,secondary,no,blue-collar,no,single,may,unknown,no,28,43,1,190,-1,0
unknown,28,no,tertiary,no,management,no,married,may,unknown,no,36,428,1,121,-1,0
telephone,9,no,primary,yes,housemaid,no,married,jul,unknown,no,58,0,1,148,-1,0
cellular,20,no,secondary,yes,admin.,yes,married,apr,failure,no,46,0,2,239,259,2
cellular,7,no,tertiary,yes,management,no,single,aug,unknown,no,32,474,3,90,-1,0
unknown,6,no,secondary,no,services,no,married,jun,unknown,no,39,-540,1,29,-1,0
cellular,2,no,tertiary,yes,self-employed,no,married,apr,failure,no,35,560,1,58,136,1
cellular,18,no,tertiary,yes,management,no,married,jul,unknown,yes,31,325,2,1139,-1,0
cellular,5,no,tertiary,no,management,no,single,aug,success,yes,29,437,1,504,92,1
cellular,5,no,primary,no,blue-collar,no,married,aug,unknown,no,48,574,1,348,-1,0
telephone,30,no,primary,no,retired,no,married,jul,unknown,no,60,0,3,130,-1,0
cellular,26,no,secondary,no,retired,no,married,jan,other,no,74,935,1,100,104,1
unknown,29,no,secondary,yes,services,no,married,may,unknown,no,30,699,1,544,-1,0
unknown,19,no,primary,no,admin.,no,single,may,unknown,no,52,0,11,182,-1,0
cellular,2,no,secondary,yes,blue-collar,no,married,apr,unknown,no,24,-220,1,90,-1,0
unknown,28,no,secondary,yes,services,no,married,may,unknown,no,29,11417,2,272,-1,0
cellular,11,no,primary,yes,housemaid,no,married,jul,unknown,no,33,212,2,260,-1,0
unknown,8,no,secondary,yes,blue-collar,yes,married,may,unknown,no,34,67,3,672,-1,0
cellular,29,no,secondary,no,admin.,no,divorced,oct,unknown,yes,45,0,1,264,-1,0
telephone,15,no,secondary,no,blue-collar,yes,married,jul,unknown,no,31,0,2,275,-1,0
cellular,23,no,secondary,no,technician,no,married,oct,unknown,no,45,1673,1,76,-1,0
unknown,4,no,secondary,yes,services,no,married,jun,unknown,no,27,-1202,2,749,-1,0
cellular,25,no,tertiary,no,management,no,single,aug,unknown,no,30,4213,4,142,-1,0
cellular,26,no,primary,no,blue-collar,no,married,aug,unknown,no,45,0,2,454,-1,0
cellular,18,no,secondary,yes,blue-collar,yes,married,may,failure,no,57,1521,2,102,178,5
telephone,30,no,tertiary,no,management,no,married,jan,other,no,34,1310,3,521,158,7
cellular,17,no,secondary,yes,admin.,yes,married,nov,unknown,no,40,0,1,57,-1,0
cellular,9,no,tertiary,no,management,no,married,apr,unknown,no,39,399,1,504,-1,0
cellular,11,no,tertiary,no,technician,no,married,aug,unknown,no,46,405,3,138,-1,0
cellular,5,no,tertiary,yes,management,no,divorced,jun,other,yes,55,9756,2,103,95,1
cellular,17,no,tertiary,no,management,no,single,feb,unknown,yes,25,2506,1,485,-1,0
cellular,5,no,tertiary,no,management,no,married,aug,unknown,no,34,697,1,166,-1,0
cellular,8,no,primary,yes,blue-collar,no,married,may,success,no,37,403,2,318,338,1
cellular,3,no,tertiary,no,retired,no,divorced,jul,unknown,no,64,890,3,531,-1,0
cellular,13,no,secondary,yes,technician,no,divorced,may,failure,no,45,809,2,155,363,4
telephone,10,no,secondary,yes,housemaid,no,married,jul,unknown,no,57,158,1,73,-1,0
unknown,12,no,unknown,yes,student,no,single,may,unknown,no,21,137,3,198,-1,0
telephone,14,no,secondary,no,housemaid,no,married,aug,unknown,no,58,2705,1,137,-1,0
unknown,1,no,secondary,yes,blue-collar,no,single,jul,unknown,yes,41,75,9,479,-1,0
unknown,9,no,unknown,yes,management,no,married,may,unknown,no,41,2457,1,285,-1,0
cellular,8,no,tertiary,yes,management,no,married,may,unknown,no,58,541,1,98,-1,0
